file,page,visit_number,page_url,screen_width,screen_height,calibration_accuracy,calibration_good,tracking_quality_good,eye_data_included,page_duration_sec,aoi_defined,screen_regression_count,screen_regression_rate_per_sec,screen_regressive_transition_ratio,text_regression_count,text_regression_rate_per_sec,text_regressive_transition_ratio,total_rows,valid_coordinate_rows,on_screen_rows,valid_coordinate_ratio,on_screen_ratio,median_sample_interval_ms,estimated_sampling_rate_hz,large_gap_count,largest_gap_ms,estimated_gap_loss_ratio,fixation_count,fixation_rate_per_sec,total_fixation_duration_sec,mean_fixation_duration_sec,median_fixation_duration_sec,p90_fixation_duration_sec,p95_fixation_duration_sec,max_fixation_duration_sec,text_fixation_count,text_dwell_time_sec,text_dwell_proportion,text_mean_fixation_sec,text_median_fixation_sec,text_visit_count,text_time_to_first_fixation_sec,image_fixation_count,image_dwell_time_sec,image_dwell_proportion,image_mean_fixation_sec,image_median_fixation_sec,image_visit_count,image_time_to_first_fixation_sec,text_to_image_transitions,image_to_text_transitions,text_image_transitions_total,page_number
p19_session_1766476027756_jyvfy9laz_20251223_105634,el1,7,tasks/ellipsis/el1.html,1536.0,864.0,8.0,False,False,False,121.052,True,0,,,,,,1186,1186,268,1.0,0.22596964586846544,92.0,10.869565217391305,0,248.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,1
p19_session_1766476027756_jyvfy9laz_20251223_105634,el2,8,tasks/ellipsis/el2.html,1536.0,864.0,8.0,False,False,False,20.94,True,0,,,,,,228,228,46,1.0,0.20175438596491227,86.0,11.627906976744185,0,166.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,2
p19_session_1766476027756_jyvfy9laz_20251223_105634,el3,9,tasks/ellipsis/el3.html,1536.0,864.0,8.0,False,False,False,44.164,True,0,,,,,,473,473,180,1.0,0.38054968287526425,88.0,11.363636363636363,0,185.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,3
p19_session_1766476027756_jyvfy9laz_20251223_105634,el4,10,tasks/ellipsis/el4.html,1536.0,864.0,8.0,False,False,False,16.89,True,0,,,,,,185,185,20,1.0,0.10810810810810811,84.5,11.834319526627219,0,161.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,4
p19_session_1766476027756_jyvfy9laz_20251223_105634,el5,11,tasks/ellipsis/el5.html,1536.0,864.0,8.0,False,False,False,10.36,True,0,,,,,,117,117,30,1.0,0.2564102564102564,82.0,12.195121951219512,0,184.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,5
p19_session_1766476027756_jyvfy9laz_20251223_105634,el6,12,tasks/ellipsis/el6.html,1536.0,864.0,8.0,False,False,False,19.743,True,0,,,,,,220,220,36,1.0,0.16363636363636364,85.0,11.764705882352942,0,141.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,6
p19_session_1766476027756_jyvfy9laz_20251223_105634,el7,13,tasks/ellipsis/el7.html,1536.0,864.0,8.0,False,False,False,19.181,True,0,,,,,,211,211,47,1.0,0.22274881516587677,86.0,11.627906976744185,0,167.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,7
p19_session_1766476027756_jyvfy9laz_20251223_105634,el8,14,tasks/ellipsis/el8.html,1536.0,864.0,8.0,False,False,False,22.628,True,0,,,,,,234,234,100,1.0,0.42735042735042733,93.0,10.75268817204301,0,198.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,8
p19_session_1766476027756_jyvfy9laz_20251223_105634,el9,15,tasks/ellipsis/el9.html,1536.0,864.0,8.0,False,False,False,25.771,True,0,,,,,,276,276,76,1.0,0.2753623188405797,86.0,11.627906976744185,0,202.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,9
p19_session_1766476027756_jyvfy9laz_20251223_105634,el10,16,tasks/ellipsis/el10.html,1536.0,864.0,8.0,False,False,False,8.833,True,0,,,,,,99,99,24,1.0,0.24242424242424243,83.0,12.048192771084338,0,144.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,10
p22_session_1766476993393_ypp67j79q_20251223_111119,el1,7,tasks/ellipsis/el1.html,1536.0,864.0,42.0,False,True,False,70.872,True,0,,,,,,530,530,442,1.0,0.8339622641509434,120.0,8.333333333333334,0,277.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,1
p22_session_1766476993393_ypp67j79q_20251223_111119,el2,8,tasks/ellipsis/el2.html,1536.0,864.0,42.0,False,True,False,17.7,True,0,,,,,,151,151,136,1.0,0.9006622516556292,112.0,8.928571428571429,0,193.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,2
p22_session_1766476993393_ypp67j79q_20251223_111119,el3,9,tasks/ellipsis/el3.html,1536.0,864.0,42.0,False,True,False,74.907,True,1,5.0,1.0,0.0,0.0,,567,567,516,1.0,0.91005291005291,124.0,8.064516129032258,0,244.0,0.0,2,0.026699774386906433,0.2,0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.5,0.1,0.1,1.0,70.696,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,3
p22_session_1766476993393_ypp67j79q_20251223_111119,el4,10,tasks/ellipsis/el4.html,1536.0,864.0,42.0,False,True,False,19.172,True,0,,,,,,159,159,142,1.0,0.8930817610062893,112.0,8.928571428571429,0,198.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,4
p22_session_1766476993393_ypp67j79q_20251223_111119,el5,11,tasks/ellipsis/el5.html,1536.0,864.0,42.0,False,True,False,17.633,True,0,,,,,,139,139,115,1.0,0.8273381294964028,122.5,8.16326530612245,0,198.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,5
p22_session_1766476993393_ypp67j79q_20251223_111119,el6,12,tasks/ellipsis/el6.html,1536.0,864.0,42.0,False,False,False,25.457,True,0,,,,,,207,207,159,1.0,0.7681159420289855,114.5,8.733624454148472,0,246.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,6
p22_session_1766476993393_ypp67j79q_20251223_111119,el7,13,tasks/ellipsis/el7.html,1536.0,864.0,42.0,False,False,False,30.199,True,0,,,,,,254,254,192,1.0,0.7559055118110236,112.0,8.928571428571429,0,218.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,7
p22_session_1766476993393_ypp67j79q_20251223_111119,el8,14,tasks/ellipsis/el8.html,1536.0,864.0,42.0,False,False,False,21.788,True,0,,,0.0,,,169,169,126,1.0,0.7455621301775148,118.5,8.438818565400844,0,230.0,0.0,1,0.045896823939783365,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,8
p22_session_1766476993393_ypp67j79q_20251223_111119,el9,15,tasks/ellipsis/el9.html,1536.0,864.0,42.0,False,True,False,26.183,True,0,,,,,,211,211,176,1.0,0.8341232227488151,118.5,8.438818565400844,0,212.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,9
p22_session_1766476993393_ypp67j79q_20251223_111119,el10,16,tasks/ellipsis/el10.html,1536.0,864.0,42.0,False,False,False,15.549,True,0,,,,,,123,123,93,1.0,0.7560975609756098,120.0,8.333333333333334,0,221.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,10
p24_session_1766480618852_pccemzv18_20251223_121150,el1,7,tasks/ellipsis/el1.html,1536.0,864.0,28.0,False,True,False,62.946,True,0,,,,,,253,253,253,1.0,1.0,247.0,4.048582995951417,0,369.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,1
p24_session_1766480618852_pccemzv18_20251223_121150,el2,8,tasks/ellipsis/el2.html,1536.0,864.0,28.0,False,True,False,29.06,True,0,,,,,,118,118,114,1.0,0.9661016949152542,247.0,4.048582995951417,0,289.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,2
p24_session_1766480618852_pccemzv18_20251223_121150,el3,9,tasks/ellipsis/el3.html,1536.0,864.0,28.0,False,True,False,39.516,True,0,,,,,,160,160,154,1.0,0.9625,247.0,4.048582995951417,0,287.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,3
p24_session_1766480618852_pccemzv18_20251223_121150,el4,10,tasks/ellipsis/el4.html,1536.0,864.0,28.0,False,True,False,30.513,True,0,,,,,,125,125,118,1.0,0.944,243.0,4.11522633744856,0,292.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,4
p24_session_1766480618852_pccemzv18_20251223_121150,el5,11,tasks/ellipsis/el5.html,1536.0,864.0,28.0,False,True,False,26.096,True,0,,,,,,107,107,107,1.0,1.0,244.0,4.098360655737705,0,330.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,5
p24_session_1766480618852_pccemzv18_20251223_121150,el6,12,tasks/ellipsis/el6.html,1536.0,864.0,28.0,False,True,False,28.562,True,0,,,,,,116,116,107,1.0,0.9224137931034483,246.0,4.065040650406504,0,293.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,6
p24_session_1766480618852_pccemzv18_20251223_121150,el7,13,tasks/ellipsis/el7.html,1536.0,864.0,28.0,False,True,False,13.162,True,0,,,,,,54,54,54,1.0,1.0,248.0,4.032258064516129,0,289.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,7
p24_session_1766480618852_pccemzv18_20251223_121150,el8,14,tasks/ellipsis/el8.html,1536.0,864.0,28.0,False,True,False,14.782,True,0,,,,,,61,61,61,1.0,1.0,244.0,4.098360655737705,0,287.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,8
p24_session_1766480618852_pccemzv18_20251223_121150,el9,15,tasks/ellipsis/el9.html,1536.0,864.0,28.0,False,True,False,22.104,True,0,,,,,,91,91,91,1.0,1.0,246.0,4.065040650406504,0,273.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,9
p24_session_1766480618852_pccemzv18_20251223_121150,el10,16,tasks/ellipsis/el10.html,1536.0,864.0,28.0,False,True,False,14.863,True,0,,,,,,61,61,61,1.0,1.0,244.5,4.08997955010225,0,280.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,10
p25_session_1766474790970_uyff0jawt_20251223_103652,el1,7,tasks/ellipsis/el1.html,1536.0,864.0,80.0,True,True,True,156.008,True,15,2.9708853238264994,0.4166666666666667,0.0,0.0,0.0,2362,2362,2167,1.0,0.9174428450465707,60.0,16.666666666666668,0,178.0,0.0,37,0.23716732475257676,5.049000000000001,0.1364594594594595,0.129,0.2162,0.21939999999999998,0.249,10.0,1.4369999999999998,0.28461081402257865,0.1437,0.1375,8.0,12.431,10.0,1.232,0.24400871459694984,0.1232,0.126,5.0,4.287,0.0,3.0,3.0,1
p25_session_1766474790970_uyff0jawt_20251223_103652,el2,8,tasks/ellipsis/el2.html,1536.0,864.0,80.0,True,True,True,53.273,True,7,3.177485247389923,0.4375,2.0,1.7241379310344827,0.5,828,828,768,1.0,0.927536231884058,59.0,16.949152542372882,0,142.0,0.0,17,0.31911099431231577,2.203,0.12958823529411764,0.128,0.1534,0.172,0.196,9.0,1.1600000000000001,0.5265546981389015,0.12888888888888891,0.128,5.0,12.984,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,2
p25_session_1766474790970_uyff0jawt_20251223_103652,el3,9,tasks/ellipsis/el3.html,1536.0,864.0,80.0,True,True,True,60.043,True,7,2.623688155922039,0.4117647058823529,3.0,2.314814814814815,0.75,926,926,879,1.0,0.949244060475162,58.0,17.24137931034483,0,165.0,0.0,18,0.29978515397298605,2.668,0.14822222222222223,0.129,0.23380000000000004,0.2541,0.266,9.0,1.296,0.48575712143928035,0.14400000000000002,0.13,5.0,3.486,3.0,0.351,0.13155922038980508,0.11699999999999999,0.123,2.0,52.692,1.0,1.0,2.0,3
p25_session_1766474790970_uyff0jawt_20251223_103652,el4,10,tasks/ellipsis/el4.html,1536.0,864.0,80.0,True,True,True,26.185,True,6,3.747657713928794,0.6,1.0,1.2300123001230012,1.0,420,420,417,1.0,0.9928571428571429,56.0,17.857142857142858,0,150.0,0.0,11,0.4200878365476418,1.6010000000000002,0.14554545454545456,0.143,0.178,0.195,0.212,5.0,0.813,0.5078076202373516,0.1626,0.156,4.0,2.34,3.0,0.432,0.2698313554028732,0.144,0.158,1.0,2.805,1.0,0.0,1.0,4
p25_session_1766474790970_uyff0jawt_20251223_103652,el5,11,tasks/ellipsis/el5.html,1536.0,864.0,80.0,True,True,True,46.973,True,7,2.352150537634408,0.35,0.0,0.0,0.0,735,735,718,1.0,0.9768707482993197,57.0,17.54385964912281,0,147.0,0.0,21,0.4470653354054457,2.9760000000000004,0.14171428571428574,0.137,0.181,0.186,0.249,5.0,0.746,0.25067204301075263,0.1492,0.141,4.0,3.901,9.0,1.254,0.42137096774193544,0.13933333333333334,0.137,5.0,5.387,2.0,2.0,4.0,5
p25_session_1766474790970_uyff0jawt_20251223_103652,el6,12,tasks/ellipsis/el6.html,1536.0,864.0,80.0,True,True,True,46.441,True,4,4.149377593360995,0.5714285714285714,0.0,0.0,0.0,728,728,684,1.0,0.9395604395604396,58.0,17.24137931034483,1,216.0,0.003402166189358541,8,0.17226157920802737,0.9640000000000001,0.12050000000000001,0.1145,0.1404,0.1467,0.153,3.0,0.321,0.3329875518672199,0.107,0.109,2.0,15.543,3.0,0.392,0.4066390041493776,0.13066666666666668,0.135,3.0,6.933,1.0,1.0,2.0,6
p25_session_1766474790970_uyff0jawt_20251223_103652,el7,13,tasks/ellipsis/el7.html,1536.0,864.0,80.0,True,True,True,18.058,True,3,2.4855012427506216,0.42857142857142855,1.0,2.079002079002079,0.5,269,269,255,1.0,0.9479553903345725,61.5,16.260162601626018,0,143.0,0.0,8,0.4430169453981615,1.2069999999999999,0.15087499999999998,0.1535,0.1749,0.17595,0.177,3.0,0.481,0.3985086992543497,0.16033333333333333,0.163,1.0,5.483,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,7
p25_session_1766474790970_uyff0jawt_20251223_103652,el8,14,tasks/ellipsis/el8.html,1536.0,864.0,80.0,True,True,True,16.202,True,4,3.8684719535783363,0.5714285714285714,1.0,4.405286343612334,1.0,247,247,238,1.0,0.9635627530364372,60.0,16.666666666666668,0,147.0,0.0,8,0.49376620170349333,1.034,0.12925,0.1325,0.1399,0.14095,0.142,2.0,0.227,0.2195357833655706,0.1135,0.1135,1.0,12.18,1.0,0.142,0.13733075435203093,0.142,0.142,1.0,4.736,0.0,0.0,0.0,8
p25_session_1766474790970_uyff0jawt_20251223_103652,el9,15,tasks/ellipsis/el9.html,1536.0,864.0,80.0,True,True,True,32.443,True,4,2.6507620941020544,0.4,0.0,,,477,477,472,1.0,0.989517819706499,62.0,16.129032258064516,0,147.0,0.0,11,0.3390561908578122,1.509,0.13718181818181818,0.125,0.182,0.1905,0.199,0.0,0.0,0.0,,,0.0,,2.0,0.253,0.16766070245195494,0.1265,0.1265,2.0,4.695,0.0,0.0,0.0,9
p25_session_1766474790970_uyff0jawt_20251223_103652,el10,16,tasks/ellipsis/el10.html,1536.0,864.0,80.0,True,True,True,13.765,True,2,2.4600246002460024,0.4,0.0,0.0,,208,208,206,1.0,0.9903846153846154,62.0,16.129032258064516,0,119.0,0.0,6,0.43588812204867416,0.813,0.13549999999999998,0.137,0.16099999999999998,0.16749999999999998,0.174,1.0,0.109,0.13407134071340715,0.109,0.109,1.0,1.491,1.0,0.141,0.17343173431734316,0.141,0.141,1.0,5.858,1.0,0.0,1.0,10
p29_session_1766478796798_q6du5mmi8_20251223_113853,el1,7,tasks/ellipsis/el1.html,1536.0,864.0,37.0,False,True,False,36.152,True,0,,,,,,154,154,134,1.0,0.8701298701298701,212.0,4.716981132075472,1,1578.0,0.037784908165523344,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,1
p29_session_1766478796798_q6du5mmi8_20251223_113853,el2,8,tasks/ellipsis/el2.html,1536.0,864.0,37.0,False,True,False,11.399,True,0,,,,,,55,55,50,1.0,0.9090909090909091,208.0,4.8076923076923075,0,248.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,2
p29_session_1766478796798_q6du5mmi8_20251223_113853,el3,9,tasks/ellipsis/el3.html,1536.0,864.0,37.0,False,True,False,42.583,True,0,,,,,,203,203,197,1.0,0.9704433497536946,208.0,4.8076923076923075,0,269.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,3
p29_session_1766478796798_q6du5mmi8_20251223_113853,el4,10,tasks/ellipsis/el4.html,1536.0,864.0,37.0,False,True,False,13.866,True,0,,,,,,68,68,62,1.0,0.9117647058823529,206.0,4.854368932038835,0,245.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,4
p29_session_1766478796798_q6du5mmi8_20251223_113853,el5,11,tasks/ellipsis/el5.html,1536.0,864.0,37.0,False,True,False,12.588,True,0,,,,,,61,61,59,1.0,0.9672131147540983,207.5,4.819277108433735,0,239.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,5
p29_session_1766478796798_q6du5mmi8_20251223_113853,el6,12,tasks/ellipsis/el6.html,1536.0,864.0,37.0,False,True,False,15.211,True,0,,,,,,74,74,72,1.0,0.972972972972973,206.0,4.854368932038835,0,242.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,6
p29_session_1766478796798_q6du5mmi8_20251223_113853,el7,13,tasks/ellipsis/el7.html,1536.0,864.0,37.0,False,True,False,19.206,True,0,,,,,,90,90,73,1.0,0.8111111111111111,207.0,4.830917874396135,0,400.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,7
p29_session_1766478796798_q6du5mmi8_20251223_113853,el8,14,tasks/ellipsis/el8.html,1536.0,864.0,37.0,False,False,False,11.598,True,0,,,,,,56,56,39,1.0,0.6964285714285714,207.0,4.830917874396135,0,257.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,8
p29_session_1766478796798_q6du5mmi8_20251223_113853,el9,15,tasks/ellipsis/el9.html,1536.0,864.0,37.0,False,True,False,30.138,True,0,,,,,,145,145,143,1.0,0.9862068965517241,207.5,4.819277108433735,0,270.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,9
p29_session_1766478796798_q6du5mmi8_20251223_113853,el10,16,tasks/ellipsis/el10.html,1536.0,864.0,37.0,False,True,False,14.467,True,0,,,,,,70,70,70,1.0,1.0,207.0,4.830917874396135,0,281.0,0.0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,10
p2_session_1766473756874_ykdx15d6n_20251223_101640,el1,7,tasks/ellipsis/el1.html,1536.0,864.0,71.0,True,True,True,90.168,True,7,2.3688663282571913,0.3333333333333333,0.0,0.0,,1354,1354,1221,1.0,0.9017725258493353,60.0,16.666666666666668,0,163.0,0.0,22,0.2439889983142578,2.9549999999999996,0.1343181818181818,0.1265,0.1728,0.18539999999999998,0.197,2.0,0.302,0.10219966159052454,0.151,0.151,2.0,33.674,1.0,0.14,0.04737732656514383,0.14,0.14,1.0,89.853,0.0,0.0,0.0,1
p2_session_1766473756874_ykdx15d6n_20251223_101640,el2,8,tasks/ellipsis/el2.html,1536.0,864.0,71.0,True,True,True,19.338,True,0,,,0.0,,,275,275,225,1.0,0.8181818181818182,63.5,15.748031496062993,0,139.0,0.0,1,0.05171165580721895,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,2
p2_session_1766473756874_ykdx15d6n_20251223_101640,el3,9,tasks/ellipsis/el3.html,1536.0,864.0,71.0,True,True,True,78.01,True,7,2.5925925925925926,0.3684210526315789,0.0,0.0,,1193,1193,1064,1.0,0.8918692372170998,58.0,17.24137931034483,1,180.0,0.0015639020638379695,20,0.2563773875144212,2.7,0.135,0.132,0.17120000000000002,0.18245,0.191,3.0,0.45199999999999996,0.1674074074074074,0.15066666666666664,0.147,3.0,21.846,3.0,0.48500000000000004,0.17962962962962964,0.16166666666666668,0.155,2.0,56.813,1.0,0.0,1.0,3
p2_session_1766473756874_ykdx15d6n_20251223_101640,el4,10,tasks/ellipsis/el4.html,1536.0,864.0,71.0,True,True,True,9.892,True,1,2.7777777777777777,0.5,0.0,0.0,0.0,165,165,139,1.0,0.8424242424242424,54.0,18.51851851851852,0,131.0,0.0,3,0.303275374039628,0.36,0.12,0.109,0.1378,0.1414,0.145,2.0,0.215,0.5972222222222222,0.1075,0.1075,1.0,2.525,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,4
p2_session_1766473756874_ykdx15d6n_20251223_101640,el5,11,tasks/ellipsis/el5.html,1536.0,864.0,71.0,True,True,True,16.612,True,2,1.3736263736263734,0.2222222222222222,0.0,0.0,,237,237,221,1.0,0.9324894514767933,65.0,15.384615384615385,0,138.0,0.0,10,0.6019744762822057,1.4560000000000002,0.1456,0.1305,0.17909999999999998,0.2290499999999999,0.279,1.0,0.279,0.1916208791208791,0.279,0.279,1.0,11.722,2.0,0.248,0.1703296703296703,0.124,0.124,1.0,5.902,0.0,0.0,0.0,5
p2_session_1766473756874_ykdx15d6n_20251223_101640,el6,12,tasks/ellipsis/el6.html,1536.0,864.0,71.0,True,True,True,19.3,True,4,4.016064257028113,0.5714285714285714,0.0,0.0,,288,288,266,1.0,0.9236111111111112,57.0,17.54385964912281,2,220.0,0.014922279792746114,8,0.41450777202072536,0.996,0.1245,0.1245,0.14500000000000002,0.1555,0.166,1.0,0.104,0.10441767068273092,0.104,0.104,1.0,9.597,3.0,0.34900000000000003,0.35040160642570284,0.11633333333333334,0.113,2.0,1.042,0.0,1.0,1.0,6
